,Category,Channel Id,Channel Title,Comments Count,Dislikes Count,Duration,Likes Count,Published Day,Published Month,Published Time,Published Week,Tags,Video Description,Video Id,Video Title,Views
345,25,UCug6UysHiBASbPX6ASdmedw,Tagesschlau,237,0,1111.0,0,2018-11-15,2018-11,Thu 14,2018-11 45,"['deutsch', 'aktuelle nachrichten', 'news', 'info', 'tagesschlau', 'flüchtlinge', 'wirtschaftsflüchtlinge', 'migration', 'massenmigration', 'un migrationspakt', 'migrationspakt', 'uno', 'deutschlandfunk', 'freie welt', 'tagesstimme', 'wikipedia', 'kathnet', 'blickch', 'jürgen fritz blog', 'kroneat', 'philosophia perennis', 'der infoblog', 'diese länder wollen den un migrationspakt nicht unterzeichnen']","Diese Länder wollen den UN Migrationspakt nicht unterzeichnen ! Die Liste der Länder, die den UN-Migrationspakt gar nicht unterzeichen wollen oder aber nicht in dieser Form, wird immer länger. Folgende Länder werden den Migrationspakt in der geplanten Form nach derzeitigem Stand wohl nicht unterschreiben. 
 Deutschlandfunk, Freie Welt, Tagesstimme, Wikipedia, kath.net,  Blick.ch, Jürgen Fritz Blog, Krone.at,PHILOSOPHIA  PERENNIS,DER INFOBLOG. Flüchtlinge, Wirtschaftsflüchtlinge, Migration, Massenmigration.
------------------------------------------------------------------

Unterstütze  ***  Tagesschlau  ***   den PayPal - Link direkt darunter  *** Einfach  -  an klicken  ***

Direkt - Link :  
https://www.paypal.com/cgi-bin/webscr?cmd=_s-xclick&hosted_button_id=KFLVVX748S9ZJ

-------------------------------------------------------------------------------------

Kanalunterstützung - Bankverbindung :

Empfänger :     C. J.

Verwendungszweck :         Schenkung - Freundin  + +  E - Mail Adresse ( Statt @ ein / )

IBAN           :     DE31702501500160419255
SWIFT / BIC :   BYLADEM1KMS
--------------------------------------------------------------------------------------

 VK - Direktlink : https://vk.com/uwe.tagesschlau

_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ 

Direktlink Video -Übersicht : https://www.youtube.com/channel/UCug6UysHiBASbPX6ASdmedw/videos !
------------------------

Amazon Direktlink :
https://www.amazon.de/gp/product/B0059RJ8CU?ie=UTF8&camp=1638&creativeASIN=B0059RJ8CU&linkCode=xm2&tag=computasta-21

-------------------------------------------------------------------

Tagesschlau Homepage Direktlink : https://tagesschlau-online.jimdo.com !

-----------------------------------------------------------------------------------------

Direktlink - Tagesschlau Freunde auf Facebook :
https://www.facebook.com/groups/1001540306602935/

- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 

!! Bitte AKTIVES - Abo nicht vergessen !!
***  Tagesschlau, der neue NachrichtenSender für ! Dich !  ***

Weiterlesen :

- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -

Direktlink zu :      SOKO   Wir  hassen  das
https://www.youtube.com/channel/UCnii6fXeEqKeI8hhpaUbBTw/feed

-------------------------------------------------------

Direkt - Link : Tagesschlau auf Instagram :
https://www.instagram.com/tagesschlau/?hl=de

--------------------------------------------------------------------

""deutsch"" ""Aktuelle Nachrichten"" ""News"" ""Info"" ""Tagesschlau""",M-poz-XkGI0,Diese Länder wollen den UN Migrationspakt *** nicht *** unterzeichnen,9711
346,22,UCsjtJm4tr9P98VWIrd-FyLw,Thomas Müller 2 neuer Kanal aus der Asche,149,22,1734.0,228,2018-11-15,2018-11,Thu 13,2018-11 45,"['islamkritik', 'hassprediger', 'allah', 'mohammed', 'terror', 'koran', 'vulgäre analyse', 'afd', 'alternative für deutschland', 'flüchtlinge', 'refugees', 'weltoffen', 'abschieben', 'beobachtung', 'sarrazin', 'michael stürzenberger', 'unterwerfung', 'pi news', 'iman', 'ungläubige', 'henryk m broder', 'irak', 'is', 'isis', 'sharia', 'islamisten', 'parallelgesellschaft', 'no go area', 'vergewaltigung', 'bombe', 'tote', 'opfer', 'anschlag', 'london', 'verein', 'islamisierung', 'türken', 'erdogan', 'grüne', 'antifa', 'verbrecher', 'ditip', 'berlin', 'essen', 'anis amri']","Quelle https://www.zdf.de/dokumentation/zdfzoom/zdfzoom-hass-aus-der-moschee-100.html
Scout https://www.tichyseinblick.de/feuilleton/medien/zdfzoom-hassprediger-verbieten-und-moscheen-schliessen/",k9csPSSLMIU,Hass aus der Moschee - Ismail Tipi ZDF Zoom - Islamrepotage #bunt UN Migrationspakt,14730
347,25,UCAeXKE-3J-6u68tO5Oafyag,quer,221,296,161.0,127,2018-11-15,2018-11,Thu 13,2018-11 45,"['afd', 'cdu', 'csu', 'spd', 'migrationspakt', 'kommunikation', 'beatrix von storch', 'un']","Im Dezember soll der UN-Migrationspakt verabschiedet werden - doch die Kritik daran ist groß. Schuld daran ist die Bundesregierung selbst.

Link zum Migrationspakt:
http://www.un.org/depts/german/migration/A.CONF.231.3.pdf

Mehr von quer: 
Homepage: http://www.br.de/quer 
Facebook: https://www.facebook.com/quer 
Twitter: https://twitter.com/BR_quer
Instagram: http://www.instagram.com/quer_vom_br",W_7JSlAiiL4,Was die Regierung beim Migrationspakt falsch gemacht hat | quer vom BR,7314
348,23,UC3cmEfpy4XED7YYEe69nIMA,Oliver Janich,271,31,367.0,1535,2018-11-15,2018-11,Thu 11,2018-11 45,[],"Mein neuestes Buch ""Impossible Mission 9/11“ ab jetzt auch im Buchhandel:
https://www.amazon.de/exec/obidos/ASIN/B07H86QF6V/wwwoliverjani-21

Alle meine Bücher:
https://www.amazon.de/Oliver-Janich/e/B0045U56J6/wwwoliverjani-21

CryptoSpace: Magazin für Investments des 21. Jahrhunderts:
https://cryptospace.ll.land/?ref=337

Alle meine Videos werden auf Bitchute gespiegelt:
https://www.bitchute.com/channel/oliverjanich/

Meine Webseite mit Spendenbutton:
https://www.oliverjanich.de/

Telegram:
https://t.me/oliverjanich

Link:

https://www.youtube.com/watch?v=pWn6X58jKNI",RQwr0MSkEFw,Friedrich Merz: Deutschland setzt Migrationspakt bereits um! Könnte Völkergewohnheitsrecht werden,22540
349,25,UCQqtwRHfZgW0eGqC736eTMw,Ulrike Trebesius MdEP,98,2,257.0,1078,2018-11-15,2018-11,Thu 11,2018-11 45,"['ecr', 'europäisches parlament', 'ulrike trebesius', 'politik', 'deutscher bundestag', 'wahlen', 'reformen', 'europäische union']","Die Diskussion um den bevorstehenden UN-Migrationspakt ist mit Verspätung und nur durch Druck aus den sozialen Medien endlich in den Fokus der Öffentlichkeit geraten. Erst jetzt berichten die deutschen Gazetten und der öffentlich-rechtliche Rundfunk über dieses Papier, das bereits im Dezember in Marrakesch von der deutschen Regierung unterzeichnet werden soll.",Ot6TtQfeNE0,Update zum UN Migrationspakt,9503
350,22,UCC9AYkcNe2X62ItobwD8C7w,Drauzaz Germaniae,53,7,1819.0,254,2018-11-15,2018-11,Thu 09,2018-11 45,"['global compact', 'migrationspakt', 'was bedeutet der migrationspakt für uns', 'masseneinwanderung', 'massenmigration nach deutschland', 'domuitio germaniae']","Musik:
Wage War - Witness
Deru - Midnight in the Garden with Ghosts
Röyksopp - Coup de Grace

Ersatzkanal: https://www.youtube.com/uruzgermaniae
Dachkanal: http://ow.ly/2svs30n18BC

#Migrationspakt #DomuitioGermaniae #GlobalCompact",1xI3xXux02M,"Der Migrationspakt | Die Schlüsse, die wir daraus ziehen sollten",4197
351,22,UCTM3TcPBOQlb9bgO5QoyuXQ,AfD-Fraktion Brandenburg,24,2,226.0,288,2018-11-15,2018-11,Thu 08,2018-11 45,"['kalbitz', 'gcm', 'stopgcm', 'migrationspakt', 'afd', 'alternative', 'deutschland', 'ausstieg', 'bessin', 'galau']","Die AfD im Landtag Brandenburg bezieht klar Stellung zum globalen Migrationspakt der UN (GCM). Offensichtlich will einzig die AfD-Fraktion verhindern, dass Deutschland zu einem offenen Einwanderungsland wird, in das jeder ohne einen Fluchtgrund sofort einwandern kann und alle Vorzüge unseres Sozial- Arbeitslosen- und Gesundheitssystems genießen kann.

Folgen Sie uns bei

Facebook:
https://www.facebook.com/afdfraktion

Instagram:
https://www.instagram.com/afdfraktionbb

Twitter:
https://twitter.com/AfD_FraktionBB

Homepage:
https://afd-fraktion-brandenburg.de",LVl2j-C7jhg,"AfD - ABRECHNUNG MIT DEM MIGRATIONSPAKT (GCM) - Andreas Kalbitz, Birgit Bessin, Andreas Galau",4416
352,25,UCXJBRgiZRZvfilIGQ4wN5CQ,Junge Freiheit Verlag,1425,152,1088.0,7097,2018-11-15,2018-11,Thu 08,2018-11 45,"['unmigrationspakt', 'global compact', 'migration', 'un', 'ulrich vosgerau', 'alternative für deutschland', 'afd', 'junge freiheit', 'jftv']","Global Compact for Safe, Orderly and Regular Migration – zu deutsch:  Globaler Pakt für sichere, geordnete und reguläre Migration – so heißt der Pakt, den die Vereinten Nationen am 10. und 11. Dezember 2018 feierlich schließen wollen. Lange wurde das Thema hierzulande kaum diskutiert, doch alternativen Medien und die Alternative für Deutschland brachten den Pakt auf die Agenda. Die Diskussion, die nun um das Abkommen entbrannt ist, polarisiert so wie viele Debatten über Migration, Asyl und Einwanderung in diesem Land: Unverbindlich sei der Pakt, rein symbolisch oder gar gut im Sinne Deutschlands, sagen die einen. Ein verhängnisvoller Schritt in Richtung einer dauerhaften Massenzuwanderung aus den Armenhäusern der Welt – behaupten die anderen. Was stimmt? Eine JF-TV Reportage über den Migrationspakt der Eliten. Die Junge Freiheit abonnieren: www.jf.de/abo",2gFQ6qhWea8,Migrationspakt der Eliten (JF-TV Reportage),228528
353,25,UC4kbRZt6oNrlokrqrnQXpKg,RT Deutsch,426,60,565.0,1902,2018-11-14,2018-11,Wed 19,2018-11 45,"['russia today', 'migration', 'standpunkt', 'usa', 'migrationspakt', 'entwicklung', 'bundesregierung', 'weltwirtschaftsforum', 'ethik', 'afrika', 'eu', 'angela merkel', 'merkel']","Im Dezember soll das Abkommen feierlich im marokkanischen Marrakesch unterzeichnet werden. Etliche EU-Staaten, aber auch Länder wie die USA, die Schweiz, Japan und Israel, verweigern jedoch inzwischen den Befürwortern des ""Globalen Abkommen für sichere, geordnete und reguläre Migration"" die Gefolgschaft und dem Migrationspakt ihre Unterschrift. Befürchtet wird vor allem der Verlust ""staatlicher Souveränität"", wenngleich im Migrationspakt dessen unverbindlicher Charakter festgehalten wird und auch die Bundesregierung darauf besteht, dass der Pakt nicht über den Umweg des Gewohnheitsrechts doch Verbindlichkeit entfaltet.

Vor allem auch die intransparente und zögerliche Informationspolitik der Bundesregierung über Inhalt und Sinn des Abkommens fördern dabei Misstrauen und Skepsis auch bei der deutschen Bevölkerung.

Zweifel am Migrationspakt kommt auch von anderer Seite. Entwicklungsökonomen etwa, kritisieren, dass es sich bei der Arbeitsmigration Richtung Industrieländer um ein ""unrealistisches win-win-Szenario"" handele, von dem die Staaten der nördlichen Hemisphäre auf Kosten der Herkunftsstaaten der Migranten profitierten.

Dass auch die ""nachhaltige Entwicklung"" zu den ""Verpflichtungen"" der Unterzeichnerstaaten zählt, wird dabei wiederum durch die gleichzeitig unfairen Handelsbeziehungen etwa der EU zu etlichen Staaten Afrikas konterkariert. Auch deshalb erscheinen Zweifel an den Zielen und Motiven des Migrationspakts als durchaus angebracht.

Mehr auf unserer Webseite: https://deutsch.rt.com/

Folge uns auf Facebook: https://www.facebook.com/rtdeutsch 
Folge uns auf Twitter: https://twitter.com/RT_Deutsch 
Folge uns auf Google+: https://plus.google.com/106894031455027715800/about 
RT Deutsch nimmt die Herausforderung an, die etablierte deutsche Medienlandschaft aufzurütteln und mit einer alternativen Berichterstattung etablierte Meinungen zu hinterfragen. Wir zeigen und schreiben das, was sonst verschwiegen oder weggeschnitten wird. RT - Der fehlende Part.",Kn6r0eCemXY,Der UN-Migrationspakt: Wenn der Brandstifter Feuerwehr spielt,46312
354,22,UCTM3TcPBOQlb9bgO5QoyuXQ,AfD-Fraktion Brandenburg,32,3,353.0,217,2018-11-14,2018-11,Wed 17,2018-11 45,"['afd', 'afdfraktion', 'afdfraktionbb', 'potsdam', 'brandenburg', 'migration', 'migrationspakt', 'flüchtling', 'einwanderung', 'abschieben', 'galau']","Der Parlamentarische Geschäftsführer der AfD-Fraktion, Andreas Galau, zu den Gefahren des UN-Migrationspaktes. Er befürchtet: Kurz nach der Unterschrift der Merkel-Regierung unter dem Dokument, wird der Inhalt des Paktes nationales, einklagbares Recht werden.",E2FiM31qb7k,"Andreas Galau (AfD-Fraktion): ""Migrationspakt könnte Gewohnheitsrecht schaffen""",2941
355,22,UCTM3TcPBOQlb9bgO5QoyuXQ,AfD-Fraktion Brandenburg,81,11,150.0,668,2018-11-14,2018-11,Wed 16,2018-11 45,"['afd', 'afdfraktion', 'afdfraktionbb', 'migrationspakt', 'migrationspaktstoppen', 'bessin', 'kalbitz', 'landtag', 'brandenburg', 'potsdam']","Der Landtag Brandenburg diskutiert einen Entschließungsantrag der AfD-Fraktion. Sie fordert die Landesregierung auf, sich bei der Bundesregierung dafür einzusetzen, dass der UN-Migrationspakt nicht unterschrieben wird. Die stellvertretende AfD-Fraktionsvorsitzende Birgit Bessin stellt die (Noch)-Regierungspartei SPD bloß, die einerseits behauptet, der Pakt wäre nicht bindend und andererseits doch von einer Verbindlichkeit spricht. Unwissenheit, Unfähigkeit oder bewusste Irreführung der Bürger???",Gt3tVlYrIs0,MIGRATIONSPAKT Birgit Bessin (AfD): Weiß die SPD überhaupt wovon sie redet???,9421
356,22,UCTM3TcPBOQlb9bgO5QoyuXQ,AfD-Fraktion Brandenburg,54,9,225.0,498,2018-11-14,2018-11,Wed 15,2018-11 45,"['kalbitz', 'afd', 'spd', 'ausraster', 'politik']","KEIN BEITRITT ZUM MIGRATIONSPAKT. Fordert die AfD-Fraktion Brandenburg in der Sitzung des Landtages Brandenburg in Potsdam. Es folgt eine Aussprache mit den Vertretern der Bunten Einheitspartei aus SPD, Linken, Grünen und CDU, in der ganz deutlich wird, dass nach dem Willen der Altparteien den Bürgern auch weiterhin verheimlicht werden soll, was die Unterzeichnung des Paktes für unser Land bedeutet: Aus illegaler Migration soll legale gemacht werden. Jeder darf kommen, jeder der kommt, muss gut ver- und umsorgt werden. 

AfD-Fraktionschef Andreas Kalbitz reagiert hier u.a. auf die Rede von SPD-Frau Hackenschmidt, die wie üblich versuchte, den Bürgern Sand in die Augen zu streuen. Der Migrationspakt wäre ja „völlig unverbindlich“ obwohl dutzende Mal im Text von „Verpflichtung“ die Rede ist. Andreas Kalbitz:",o1mF6VEuHlc,Nein zum Migrationspakt - Kurzinterventionen im Landtag von AfD-Fraktionschef Andreas Kalbitz,6993
357,22,UCwBAUne2NXqshR6bfmPuLmQ,Petrosilius,13,1,86.0,142,2018-11-14,2018-11,Wed 14,2018-11 45,[],"MIGRATIONSPAKT STOPPEN! KUNDGEBUNG AM 1. DEZEMBER VOR DEM BRANDENBURGER TOR

Ginge es nach dem Willen der Regierung, so hätte die Debatte um zum ""Global Compact for Migration“ niemals stattgefunden. Denn unverkennbar verfolgt er das Ziel einer grenzenlosen multikulturellen Gesellschaft.

Was das bedeutet, bekommen wir seit Merkels Grenzöffnung im September 2015 zunehmend zu spüren: Mit dem Verlust an innerem Frieden, sozialer Sicherheit und selbstverständlichem Miteinander - mit dem Mangel an Form und Feinheit.

„In der multikulturellen Gesellschaft - erst recht, wenn sich wirklich fremde Kulturkreise begegnen – ist der Konflikt auf Dauer gestellt“, schrieben die grünen Ideologen Daniel Cohn-Bendit und Thomas Schmid bereits 1992. [1]

„Die Multikulturellen Gesellschaft ist „hart, schnell, grausam und wenig solidarisch, sie ist von beträchtlichen sozialen Ungleichgewichten geprägt […]; sie hat die Tendenz, in eine Vielfalt von Gruppen und Gemeinschaften auseinanderzustreben und ihren Zusammenhalt sowie die Verbindlichkeit ihrer Werte einzubüßen.“ [1]

Die behauptete „Unverbindlichkeit“ des Paktes ist längst widerlegt. Die Verpflichtungen, von denen der Text wimmelt, sind das Gegenteil von Unverbindlichkeit. „Die Vereinbarung wird ganz sicher völkerrechtliche Wirkungen haben“, bestätigt auch Reinhard Merkel, emeritierter Professor für Strafrecht und Rechtsphilosophie an der Universität Hamburg. „Vereinbart werden Ziele. [...] Dass sie umzusetzen sind, wird vereinbart - und zwar wirklich rechtlich verbindlich.“ [2]

Der Migrationspakt werde eine „Sogwirkung auslösen“ und die „Migration aus den armen Staaten in die wohlhabenden Staaten deutlich verstärken“, „aus Afrika vor allem. [...] Wir werden hochproblematische soziale Reibungssituationen kriegen.“ [2]

Wegen der Gefahr, “dass die Ziele des Paktes in künftige Gerichtsurteile einfließen und somit unsere souveräne Migrationspolitik eingeschränkt wird“, begründet Österreichs Kanzler Kurz, warum sein Land den Pakt nicht unterzeichnen wird. [3]

Die großen Einwanderungsländer USA und Australien haben schon lange erklärt, dass sie sich am Migrationspakt nicht beteiligen werden. Immer mehr Länder folgen diesem Beispiel, darunter Polen, Ungarn, Tschechien, Griechenland, Kroatien, Dänemark, Italien, Norwegen, Slowenien, Bulgarien, China, Japan, Kanada oder Israel. [4]

Verteidigen auch wir unsere Souveränität! Der ""Global Compact for Migration“ verneint die Völker und setzt ein unmenschliches Menschenbild voraus. Darum rufen wir im Bündnis mit PEGIDA und Kandel ist überall, mit ProMitsprache e. V. und Merkel muss weg Mittwoch zur Kundgebung in Berlin auf.

Los geht’s am 1. Dezember 2018 um 14 Uhr vor dem Brandenburger Tor. Unsere Heimat geben wir nicht auf!

– – –

[1] https://www.zeit.de/…/wenn-der-westen-unwid…/komplettansicht

[2] https://www.cicero.de/…/un-migrationspakt-bundesregierung-d…

[3] https://www.krone.at/1801820

[4] https://philosophia-perennis.com/…/diese-laender-werden-de…/",ziy5ELzY--A,Migrationspakt stoppen! Kundgebung am 1  Dezember vor dem Brandenburger Tor,3603
358,25,UCruX0f0QtZGDCZXMCp3Bn6A,Wissensmanufaktur,196,25,654.0,1108,2018-11-14,2018-11,Wed 14,2018-11 45,"['eva herman', 'migrationspakt', 'pakt', 'migration', '2018', 'deutschland', 'europa', 'flüchtlingskrise', 'migranten', 'eu', 'afd', 'un', 'tagesschau', 'angela merkel']","Am 10. und 11. Dezember 2018 soll der UN-Migrationspakt in Marrakesch von 193 UN-Mitgliedsländern unterschrieben werden. Durch das Zustandekommen wird sich das Klima des traditionellen Europa und Deutschland nachhaltig verändern, denn Millionen Migranten aus Afrika und den arabischen Ländern sind damit Türen und Tore geöffnet zu einer bedingungslosen Einwanderung.

Immer mehr Staaten geben jetzt bekannt, ihre Unterschrift nicht unter den Vertrag setzen zu wollen. Im Gegensatz dazu Deutschland: Die Bundesregierung unter Kanzlerin Merkel wird ihre Zustimmung zum Migrationspakt geben, das scheint beschlossene Sache zu sein. Am 8. November 2018 fand im Deutschen Bundestag auf Antrag der AfD endlich eine Debatte zum Thema statt, welches bislang in der Öffentlichkeit so gut wie nicht vorkam. Weitgehender Tenor der Systemparteien bzw. der sogenannten Spitzenpolitiker von CDU/CSU, SPD, FDP, Grünen und Linken: Der Pakt sei im Rahmen der globalen Entwicklungen wichtig, und er sei rechtlich ja nicht bindend.

Warum der UN-Migrationspakt eine hohe Bedeutung für Deutschlands und Europas Zukunft hat und sehr wohl rechtlich bindend sein dürfte, erläutert die ehemalige Tagesschau-Moderatorin Eva Herman in diesem Video. 

Übersetzter UN-Migrationspakt:
https://juergenfritz.com/2018/10/24/un-migrationspakt/",c-p2zYAvDcc,Globaler UN-Migrationspakt nicht bindend? Von wegen...,16472
